model,n_est,max_depth,min_leaf,mean_acc,std_acc,lr
XGB,150,4.0,,0.7288950112092484,0.06264166174703877,0.15
RF,200,,1.0,0.7283502147313833,0.07432630832490286,
GBM,200,2.0,,0.7276890041325662,0.06292467683475156,0.05
GBM,200,3.0,,0.7266917861869647,0.06773858884184164,0.1
GBM,100,4.0,,0.726281500688761,0.06346295038291004,0.05
GBM,100,2.0,,0.7257493990222295,0.06362799525963786,0.1
XGB,250,3.0,,0.7256956486508388,0.07133857411633077,0.08
XGB,250,3.0,,0.7256397374604976,0.07060990832234781,0.03
XGB,150,4.0,,0.7231342678875293,0.07535035020656801,0.08
XGB,250,4.0,,0.7222377981254894,0.07028621998630567,0.08
XGB,100,4.0,,0.7222283445425818,0.07146298143581463,0.03
RF,400,,1.0,0.7217051562542204,0.07061677086033548,
XGB,150,3.0,,0.7216913810334117,0.07684132590389897,0.03
RF,100,,1.0,0.7213081057720876,0.07816798109980934,
XGB,100,3.0,,0.7209442778813171,0.0678642171915316,0.08
XGB,250,3.0,,0.7199565135186237,0.06186758230454469,0.15
GBM,100,3.0,,0.7196496772276693,0.06244609958586491,0.1
GBM,100,3.0,,0.7157172568403425,0.062493700583305126,0.05
GBM,100,2.0,,0.7152272911433434,0.05927709256142843,0.05
GBM,200,2.0,,0.709670205007698,0.06899196295184302,0.1
XGB,100,3.0,,0.7084366474893986,0.07397633629196841,0.03
RF,200,,2.0,0.7080290630148828,0.07371352018958569,
RF,400,,2.0,0.7066890851632769,0.07761137803560535,
RF,100,,2.0,0.6995805310212572,0.07183032051489147,
RF,200,,3.0,0.6985822326661807,0.07214212872693222,
RF,400,,3.0,0.6984809442778814,0.07737026070689766,
RF,100,,3.0,0.6971652756394674,0.07824835351709593,
RF,200,8.0,1.0,0.6955773438133054,0.07599799414893718,
RF,400,8.0,1.0,0.6889549739351214,0.0749055301909777,
RF,200,,5.0,0.6860967506685034,0.09007790832855447,
RF,200,7.0,1.0,0.6833182076006807,0.0819823806052749,
RF,100,8.0,1.0,0.6819798503632878,0.07220780056610844,
RF,400,,5.0,0.6818321043675555,0.08828190520425433,
RF,400,7.0,1.0,0.6809024120141532,0.08870881650925591,
RF,200,8.0,2.0,0.6799721794560137,0.07313865963325081,
RF,400,8.0,2.0,0.6794976095940362,0.0823527550556313,
RF,400,8.0,3.0,0.6766388461226807,0.0838982580584567,
RF,100,,5.0,0.6757075331550658,0.08388539172465886,
RF,100,7.0,1.0,0.6747794614158765,0.08763611134440441,
RF,100,8.0,2.0,0.6743375739405235,0.07709173214020243,
RF,200,7.0,2.0,0.6741914485590038,0.09152783892595778,
RF,200,8.0,3.0,0.6728060935094402,0.08359768871183723,
RF,400,7.0,2.0,0.6723409772303702,0.09134294673931569,
RF,200,8.0,5.0,0.6704129865218919,0.09201274886453743,
RF,100,7.0,3.0,0.6695308321853984,0.09119553752131447,
RF,100,8.0,3.0,0.6686105934149045,0.086153383880014,
RF,400,8.0,5.0,0.6680198795343436,0.09258192333582393,
RF,200,7.0,3.0,0.6670585852037924,0.0906891535748137,
RF,100,7.0,2.0,0.6656294735704832,0.0917566257389548,
RF,100,8.0,5.0,0.6652967074521244,0.09051076285879689,
RF,200,6.0,1.0,0.6647551522026849,0.0938437132215017,
RF,400,7.0,3.0,0.6647324636037059,0.09108647462764809,
RF,100,6.0,1.0,0.6624633336034357,0.09039240759463268,
RF,400,6.0,1.0,0.6619876833319829,0.09296280779633037,
RF,200,6.0,2.0,0.6562280204197392,0.0985814329998982,
RF,400,6.0,2.0,0.6557850525349107,0.09533744938991762,
RF,100,7.0,5.0,0.655783431920698,0.0865541610018898,
RF,100,6.0,2.0,0.655783431920698,0.0943005272339206,
RF,400,7.0,5.0,0.6542646463009479,0.08916174733480865,
RF,200,7.0,5.0,0.6542535721038273,0.09094745998023461,
RF,200,6.0,3.0,0.6533244199551629,0.10208222867334409,
RF,400,6.0,3.0,0.6513958890419468,0.09851664153302496,
RF,100,6.0,3.0,0.6496151041244631,0.09795031274833237,
RF,200,6.0,5.0,0.645725900116144,0.10410118720779003,
RF,100,6.0,5.0,0.6438322124085027,0.102089422613101,
RF,400,6.0,5.0,0.6423909461685979,0.10162477224682454,
RF,200,5.0,1.0,0.6391726764443725,0.10724732847044059,
RF,400,5.0,1.0,0.6343864624692759,0.10901702357676003,
RF,100,5.0,1.0,0.6329257488588176,0.11318275121656056,
RF,400,5.0,2.0,0.6281157658752667,0.10906722398485302,
RF,400,5.0,3.0,0.6262104637657672,0.10623668370977264,
RF,100,5.0,3.0,0.6259163222861465,0.11216160202453507,
RF,200,5.0,3.0,0.6248499581341329,0.11277211615610916,
RF,200,5.0,2.0,0.6244312994624963,0.11589582384508776,
RF,100,5.0,2.0,0.6239445749939228,0.11121681580785513,
RF,200,5.0,5.0,0.6210504281122545,0.11167515793863597,
RF,400,5.0,5.0,0.6205277800286308,0.11014677122521967,
RF,100,5.0,5.0,0.6115349917618778,0.10845993326737186,
RF,400,4.0,5.0,0.6087237663074305,0.0974932992390317,
RF,400,4.0,3.0,0.6063876509196985,0.09465990742564225,
RF,400,4.0,2.0,0.6063760365178402,0.09701681648537505,
RF,400,4.0,1.0,0.6054684925586797,0.10140844831423915,
RF,100,4.0,5.0,0.6044264376198578,0.10937031486524358,
RF,200,4.0,1.0,0.6039845501445048,0.11001324916504107,
RF,200,4.0,5.0,0.6030089403884071,0.10537502277303225,
RF,200,4.0,3.0,0.6020681738378846,0.10456595504855613,
RF,100,4.0,1.0,0.601192772060611,0.11295797486331931,
RF,200,4.0,2.0,0.5987675228911757,0.10880060238645158,
RF,100,4.0,2.0,0.5987669826864381,0.10838530212457408,
RF,100,4.0,3.0,0.596918672176755,0.10554986587332714,
RF,400,3.0,3.0,0.5950455122491424,0.09731049027140101,
RF,400,3.0,2.0,0.5931966615347216,0.09437411264312727,
RF,400,3.0,1.0,0.5931623585338843,0.0952531681188067,
RF,400,3.0,5.0,0.5917553952948167,0.09685048056899515,
RF,100,3.0,1.0,0.5894641169003052,0.0974543674073995,
RF,200,3.0,3.0,0.589453582907922,0.09622828195048579,
RF,100,3.0,2.0,0.5894087459147017,0.09593884984445174,
RF,200,3.0,1.0,0.5889884666288523,0.09521322175746127,
RF,200,3.0,5.0,0.5884895875536829,0.0953900497012903,
RF,100,3.0,3.0,0.5884790535612998,0.09451727632860633,
RF,100,3.0,5.0,0.5880023228803717,0.09920818487782701,
RF,200,3.0,2.0,0.5870947789212111,0.09433017538585142,
