Observation_ID,Geosite_Name,Latitude_WGS84,Longitude_WGS84,Region,Geosite_Type,Geological_Domain,Locality_Center_Lat,Locality_Center_Lon,Locality_Group_Key,Coordinate_Precision,Source_File,Source_Row_Ref,Center_Coord_Source,Is_Merchich_Format
obs3_00058,Ben Raisoul Mausoleum,35.7875783,-5.8116361,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_1,point,geoheritage_aug16_2026,61,,False
obs3_00059,Wazzani Zawiya,35.784618,-5.812035,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_1,point,geoheritage_aug16_2026,62,,False
obs3_00060,Lalla Abla Mosque,35.789479,-5.807049,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_1,point,geoheritage_aug16_2026,63,,False
obs3_00061,Kasbah Mosque,35.788222,-5.812673,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_1,point,geoheritage_aug16_2026,64,,False
obs3_00062,Cathedral of the Holy,35.782167,-5.817982,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_1,point,geoheritage_aug16_2026,65,,False
obs3_00063,Andrew’s Anglican,35.783351,-5.81439,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_1,point,geoheritage_aug16_2026,66,,False
obs3_00064,Immaculate Conception,35.783351,-5.811323,Tanger-Al Hoceima,,Rif,,,geoheritage_aug16_2026_group_1,point,geoheritage_aug16_2026,67,,False
obs3_00065,Pont de Sebou Ordovician,33.83194,-4.64806,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_2,point,geoheritage_aug16_2026,68,,False
obs3_00066,Karkoura Ordovician,33.85611,-4.61389,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_2,point,geoheritage_aug16_2026,69,,False
obs3_00067,Oued Sebou Ordovician,33.84056,-4.64306,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_2,point,geoheritage_aug16_2026,70,,False
obs3_00068,Oued Sebou Triassic,33.83889,-4.64306,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_2,point,geoheritage_aug16_2026,71,,False
obs3_00069,Karkoura Triassic,33.8575,-4.61889,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_2,point,geoheritage_aug16_2026,72,,False
obs3_00070,Mellaha Triassic,33.77278,-4.58333,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_2,point,geoheritage_aug16_2026,73,,False
obs3_00071,Ain Sebou Jurassic,33.73667,-4.5325,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_2,point,geoheritage_aug16_2026,74,,False
obs3_00072,El Menzel Jurassic,33.845,-4.53778,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_2,point,geoheritage_aug16_2026,75,,False
obs3_00073,Taghit Ammonites,33.76583,-4.52194,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_2,point,geoheritage_aug16_2026,76,,False
obs3_00074,El Qualaa Travertines,33.84139,-4.54778,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_2,point,geoheritage_aug16_2026,78,,False
obs3_00075,El Menzel Paleosols,33.84667,-4.5425,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_2,point,geoheritage_aug16_2026,79,,False
obs3_00076,Beni Yazgha Thrust Fault,33.84611,-4.60944,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_2,point,geoheritage_aug16_2026,80,,False
obs3_00077,El Menzel Fault,33.83306,-4.53306,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_2,point,geoheritage_aug16_2026,81,,False
obs3_00078,Taghit Thrust Fault,33.76806,-4.51139,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_2,point,geoheritage_aug16_2026,82,,False
obs3_00079,Quasbat Beni Yazgha Polje,33.82833,-4.59361,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_2,point,geoheritage_aug16_2026,83,,False
obs3_00080,Jbel Taferguicht,33.81306,-4.62972,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_2,point,geoheritage_aug16_2026,84,,False
obs3_00081,Jbel El Knisiya,33.81556,-4.62222,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_2,point,geoheritage_aug16_2026,85,,False
obs3_00082,Oued Sebou,33.81139,-4.60917,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_2,point,geoheritage_aug16_2026,86,,False
obs3_00083,Allal El Fassi Dam,33.92278,-4.65083,Fez-Meknes,,Middle Atlas,,,geoheritage_aug16_2026_group_2,point,geoheritage_aug16_2026,87,,False
