Observation_ID,Geosite_Name,Latitude_WGS84,Longitude_WGS84,Region,Geosite_Type,Geological_Domain,Locality_Center_Lat,Locality_Center_Lon,Locality_Group_Key,Coordinate_Precision,Source_File,Source_Row_Ref,Center_Coord_Source,Is_Merchich_Format
obs3_00320,Cheaba Elbeida site,30.437183333333333,-6.049980555555555,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_16,point,geoheritage_aug16_2026,332,,False
obs3_00321,Targua Wassai,29.207316666666667,-10.092175000000001,Guelmim-Oued Noun,,Sahara,,,geoheritage_aug16_2026_group_17,point,geoheritage_aug16_2026,333,,False
obs3_00322,Abeinou,29.08107777777778,-9.974233333333334,Guelmim-Oued Noun,,Sahara,,,geoheritage_aug16_2026_group_17,point,geoheritage_aug16_2026,334,,False
obs3_00323,Atlas Ifrane Essaghir,29.22500833333333,-9.702255555555555,Guelmim-Oued Noun,,Sahara,,,geoheritage_aug16_2026_group_17,point,geoheritage_aug16_2026,335,,False
obs3_00324,Taghjijt,29.117102777777777,-9.421058333333333,Guelmim-Oued Noun,,Sahara,,,geoheritage_aug16_2026_group_17,point,geoheritage_aug16_2026,336,,False
obs3_00325,Laksabi,29.01348611111111,-10.2247,Guelmim-Oued Noun,,Sahara,,,geoheritage_aug16_2026_group_17,point,geoheritage_aug16_2026,337,,False
obs3_00326,Chatiaalabied,28.90578611111111,-10.316127777777778,Guelmim-Oued Noun,,Sahara,,,geoheritage_aug16_2026_group_17,point,geoheritage_aug16_2026,338,,False
obs3_00327,Ras Oumlil,28.658716666666667,-10.486783333333333,Guelmim-Oued Noun,,Sahara,,,geoheritage_aug16_2026_group_17,point,geoheritage_aug16_2026,339,,False
obs3_00328,Aferket,28.6385,-10.325591666666666,Guelmim-Oued Noun,,Sahara,,,geoheritage_aug16_2026_group_17,point,geoheritage_aug16_2026,340,,False
obs3_00329,Tiglit,28.45379722222222,-10.305405555555556,Guelmim-Oued Noun,,Sahara,,,geoheritage_aug16_2026_group_17,point,geoheritage_aug16_2026,341,,False
obs3_00330,Labyar,28.762255555555555,-10.220372222222222,Guelmim-Oued Noun,,Sahara,,,geoheritage_aug16_2026_group_17,point,geoheritage_aug16_2026,342,,False
obs3_00331,Asrir-Tighmert,28.880133333333333,-10.012830555555556,Guelmim-Oued Noun,,Sahara,,,geoheritage_aug16_2026_group_17,point,geoheritage_aug16_2026,343,,False
obs3_00332,Baryte deposits of Tarhoucht,31.302675,-5.021425,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_18,point,geoheritage_aug16_2026,344,,False
obs3_00333,Cambrian fossiliferous site of Tarhoucht,31.367911111111113,-5.017591666666666,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_18,point,geoheritage_aug16_2026,345,,False
obs3_00334,Columnar basalts,31.587197222222223,-4.834605555555555,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_18,point,geoheritage_aug16_2026,346,,False
obs3_00335,Ordovician tillites,31.473130555555553,-5.036347222222222,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_18,point,geoheritage_aug16_2026,347,,False
obs3_00336,Devonian formation of Oued Ferkla,31.43928888888889,-5.019838888888889,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_18,point,geoheritage_aug16_2026,348,,False
obs3_00337,ifr,31.529038888888888,-4.998469444444445,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_18,point,geoheritage_aug16_2026,349,,False
obs3_00338,Rock carvings of Taghia,31.535975,-5.009883333333334,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_18,point,geoheritage_aug16_2026,350,,False
obs3_00339,Khettara of Tinjdad,31.47904722222222,-5.256241666666667,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_18,point,geoheritage_aug16_2026,351,,False
obs3_00340,Ksour (fortified villages),31.491636111111113,-5.065388888888888,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_18,point,geoheritage_aug16_2026,352,,False
obs3_00341,Ordovician‑Cambrian Palaeontological Heritage of Zagora Province,30.32475833333333,-5.796786111111111,Draa-Tafilalet,,Anti-Atlas,,,geoheritage_aug16_2026_group_19,point,geoheritage_aug16_2026,353,,False
obs3_00342,El Mers Center,33.44300833333333,-4.450113888888889,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_20,point,geoheritage_aug16_2026,354,,False
obs3_00343,Ifri N'Tfrane,33.45962222222222,-4.4115527777777785,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_20,point,geoheritage_aug16_2026,355,,False
obs3_00344,Laach O'Medda,33.462094444444446,-4.405919444444445,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_20,point,geoheritage_aug16_2026,356,,False
obs3_00345,Tassmante O'Moche,33.46461111111111,-4.392244444444445,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_20,point,geoheritage_aug16_2026,357,,False
obs3_00346,Tasra,33.44546666666666,-4.3900194444444445,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_20,point,geoheritage_aug16_2026,358,,False
obs3_00347,Inzar O'Founass,33.44166388888888,-4.398355555555556,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_20,point,geoheritage_aug16_2026,359,,False
obs3_00348,Benguerir,32.283725,-7.936480555555556,Morocco,,Morocco,,,geoheritage_aug16_2026_group_21,point,geoheritage_aug16_2026,360,,False
obs3_00349,Douar Mghila,32.929966666666665,-5.769566666666667,Morocco,,Morocco,,,geoheritage_aug16_2026_group_21,point,geoheritage_aug16_2026,361,,False
obs3_00350,Ksar Al Goraane,32.29689444444444,-3.6355805555555554,Morocco,,Morocco,,,geoheritage_aug16_2026_group_21,point,geoheritage_aug16_2026,362,,False
obs3_00351,Tinjdad,31.573891666666665,-5.030261111111111,Morocco,,Morocco,,,geoheritage_aug16_2026_group_21,point,geoheritage_aug16_2026,363,,False
obs3_00352,Tamdakht,31.237433333333335,-7.21305,Morocco,,Morocco,,,geoheritage_aug16_2026_group_21,point,geoheritage_aug16_2026,364,,False
obs3_00353,Oued El Hdjar,30.19105,-6.269888888888889,Morocco,,Morocco,,,geoheritage_aug16_2026_group_21,point,geoheritage_aug16_2026,365,,False
obs3_00354,Bensour,30.08461111111111,-6.439855555555556,Morocco,,Morocco,,,geoheritage_aug16_2026_group_21,point,geoheritage_aug16_2026,366,,False
obs3_00355,Izarzar,30.13626111111111,-6.939791666666667,Morocco,,Morocco,,,geoheritage_aug16_2026_group_21,point,geoheritage_aug16_2026,367,,False
obs3_00356,Sidi Ali Ou Azza,29.871444444444446,-6.761644444444444,Morocco,,Morocco,,,geoheritage_aug16_2026_group_21,point,geoheritage_aug16_2026,368,,False
obs3_00357,Tissint,29.727641666666663,-7.289619444444444,Morocco,,Morocco,,,geoheritage_aug16_2026_group_21,point,geoheritage_aug16_2026,369,,False
obs3_00358,Tirhert,29.551733333333335,-7.833644444444444,Morocco,,Morocco,,,geoheritage_aug16_2026_group_21,point,geoheritage_aug16_2026,370,,False
obs3_00359,Kheng Ljouad,29.42676666666667,-8.585408333333334,Morocco,,Morocco,,,geoheritage_aug16_2026_group_21,point,geoheritage_aug16_2026,371,,False
obs3_00360,Mahbas Aaraid,28.058994444444444,-9.342263888888889,Morocco,,Morocco,,,geoheritage_aug16_2026_group_21,point,geoheritage_aug16_2026,372,,False
obs3_00361,Zag,27.5832,-9.188877777777778,Morocco,,Morocco,,,geoheritage_aug16_2026_group_21,point,geoheritage_aug16_2026,373,,False
obs3_00362,Itqly,26.750219444444443,-12.95539722222222,Morocco,,Morocco,,,geoheritage_aug16_2026_group_21,point,geoheritage_aug16_2026,374,,False
obs3_00363,Oudiat Sbaa,25.84144722222222,-12.369369444444445,Morocco,,Morocco,,,geoheritage_aug16_2026_group_21,point,geoheritage_aug16_2026,375,,False
obs3_00364,Gueltat Zemmour,25.19666388888889,-12.673663888888889,Morocco,,Morocco,,,geoheritage_aug16_2026_group_21,point,geoheritage_aug16_2026,376,,False
obs3_00365,Oum Dreya,24.406222222222222,-13.084286111111112,Morocco,,Morocco,,,geoheritage_aug16_2026_group_21,point,geoheritage_aug16_2026,377,,False
obs3_00366,Fairy chimneys of Assamar,31.47618333333333,-6.962058333333333,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,378,,False
obs3_00367,Alluvial terraces of Aït Mallal,31.455205555555555,-6.982922222222222,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,379,,False
obs3_00368,Badlands of Igoulouane,31.464872222222223,-6.914383333333333,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,381,,False
obs3_00369,Arouss valley,31.447041666666667,-6.915677777777778,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,382,,False
obs3_00370,Canyon of High-Tessaout valley,31.436733333333333,-6.919366666666667,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,383,,False
obs3_00371,Canyon of Ikiss,31.470574999999997,-6.8829,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,384,,False
obs3_00372,Canyon of Abachkou valley,31.533983333333335,-6.947044444444445,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,385,,False
obs3_00373,Canyon of Rougoult valley,31.430525000000003,-6.895311111111111,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,386,,False
obs3_00374,Rat syncline,31.432100000000002,-6.818516666666667,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,387,,False
obs3_00375,Peak and cliffs of Tarkeddid mountain,31.72493611111111,-6.964933333333334,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,388,,False
obs3_00376,Mount M’goun (4068 m),31.395658333333333,-6.793727777777778,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,389,,False
obs3_00377,The unconf Paleozoic basement-Mesozoic sedimentary cover of Aït Mallal,31.741458333333334,-6.851061111111111,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,390,,False
obs3_00378,Rougoult waterfall,31.736975,-6.869158333333334,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,391,,False
obs3_00379,Springs of Oued Lakhdar (green river),31.708283333333334,-6.853627777777778,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,392,,False
obs3_00380,Springs and waterfall of Ikiss,31.717716666666664,-6.815847222222222,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,393,,False
obs3_00381,Sinkholes of the Rat mountain,31.72513611111111,-6.970002777777778,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,394,,False
obs3_00382,Glacial cirques and U-shaped valleys of M’goun,31.534986111111113,-6.933286111111111,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,395,,False
obs3_00383,Glacial cirques and U-shaped valleys of Rat mountain,31.52438611111111,-6.942316666666667,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,396,,False
obs3_00384,Scree and talus deposits of Rat mountain,31.50797777777778,-6.934944444444445,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,397,,False
obs3_00385,Scree and talus deposits of Tarkeddid mountain,31.50014722222222,-6.926411111111111,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,398,,False
obs3_00386,Troglodyte caves of Igoulouane,31.546483333333335,-6.971002777777778,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,399,,False
obs3_00387,Rock engravings of Tizi-n-Tirghyst,31.558316666666666,-6.995580555555556,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,400,,False
obs3_00388,Lake sediment of Aït Bougmez valley,31.492847222222224,-6.917519444444444,Béni Mellal-Khénifra,G,Central High Atlas,,,geoheritage_aug16_2026_group_22,point,geoheritage_aug16_2026,401,,False
obs3_00389,Alluvial terraces of Aït Mallal,31.56131388888889,-6.465525,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_aug16_2026_group_23,point,geoheritage_aug16_2026,402,,False
obs3_00390,Aït Mallal valley,31.56103888888889,-6.472736111111111,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_aug16_2026_group_23,point,geoheritage_aug16_2026,403,,False
obs3_00391,Badlands of Igoulouane,31.589966666666665,-6.475405555555556,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_aug16_2026_group_23,point,geoheritage_aug16_2026,404,,False
obs3_00392,Arouss valley,31.657102777777776,-6.41965,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_aug16_2026_group_23,point,geoheritage_aug16_2026,405,,False
obs3_00393,Canyon of Rougoult valley,31.521252777777775,-6.703430555555555,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_aug16_2026_group_23,point,geoheritage_aug16_2026,406,,False
obs3_00394,Canyon of Abachkou valley,31.625316666666667,-6.626622222222223,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_aug16_2026_group_23,point,geoheritage_aug16_2026,407,,False
obs3_00395,Canyon of High-Tessaout valley,31.633255555555557,-6.585486111111111,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_aug16_2026_group_23,point,geoheritage_aug16_2026,408,,False
obs3_00396,Glacial cirques and U-shaped valleys of Rat mountain,31.52679722222222,-6.744063888888889,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_aug16_2026_group_23,point,geoheritage_aug16_2026,409,,False
obs3_00397,Scree and talus deposits of Rat mountain,31.543436111111113,-6.734586111111112,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_aug16_2026_group_23,point,geoheritage_aug16_2026,410,,False
obs3_00398,Scree and talus deposits of Tarkeddid mountain,31.560661111111113,-6.7567,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_aug16_2026_group_23,point,geoheritage_aug16_2026,411,,False
obs3_00399,Fairy chimneys of Assamar,31.681522222222224,-6.668716666666667,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_aug16_2026_group_23,point,geoheritage_aug16_2026,412,,False
obs3_00400,Canyon of Ikiss,31.60168888888889,-6.6045638888888885,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_aug16_2026_group_23,point,geoheritage_aug16_2026,413,,False
obs3_00401,Rat syncline,31.60590277777778,-6.575658333333333,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_aug16_2026_group_23,point,geoheritage_aug16_2026,414,,False
obs3_00402,Peak and cliffs of Tarkeddid mountain,31.575369444444444,-6.6589,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_aug16_2026_group_23,point,geoheritage_aug16_2026,415,,False
obs3_00403,Mount M’goun (4068 m),31.562691666666666,-6.61011111111111,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_aug16_2026_group_23,point,geoheritage_aug16_2026,416,,False
obs3_00404,The unconformity between Paleozoic basement and Mesozoic sedimentary cover of Aït Mallal,31.551094444444445,-6.5847,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_aug16_2026_group_23,point,geoheritage_aug16_2026,417,,False
obs3_00405,Rougoult waterfall,31.53590555555556,-6.646369444444444,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_aug16_2026_group_23,point,geoheritage_aug16_2026,419,,False
obs3_00406,Springs of Oued Lakhdar (green river),31.538647222222224,-6.587663888888889,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_aug16_2026_group_23,point,geoheritage_aug16_2026,420,,False
obs3_00407,Springs and waterfall of Ikiss,31.5248,-6.5918777777777775,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_aug16_2026_group_23,point,geoheritage_aug16_2026,421,,False
obs3_00408,Sinkholes of the Rat mountain,31.53021111111111,-6.552005555555556,Béni Mellal-Khénifra ,G,Central Hight Atlas,,,geoheritage_aug16_2026_group_23,point,geoheritage_aug16_2026,422,,False
obs3_00409,Ida-Ou’Zal massif of the Argana Basin,30.681166666666666,-9.100333333333333,Souss-Massa,,Western High Atlas,,,geoheritage_aug16_2026_group_25,point,geoheritage_aug16_2026,543,,False
obs3_00410,Ras El Ma Waterfalls,34.14938611111111,-4.0049777777777775,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,544,,False
obs3_00411,Ras El Ma resurgence,34.14704444444445,-4.012736111111111,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,545,,False
obs3_00412,Sidi Majbar complex,34.14333888888889,-4.031063888888889,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,546,,False
obs3_00413,Generalized erosion at Sidi Majbar,34.13324444444444,-4.036352777777777,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,547,,False
obs3_00414,Holm Oak on lapie,34.131194444444446,-4.042066666666667,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,548,,False
obs3_00415,Jbel Bou Massoud lapies field,34.12572222222222,-4.052275,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,549,,False
obs3_00416,Ponor Dayet Chiker,34.10381944444445,-4.065458333333333,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,550,,False
obs3_00417,Dayet Chiker chasm,34.10001388888889,-4.071772222222222,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,551,,False
obs3_00418,Dayet Chiker Polje,34.099136111111115,-4.077411111111111,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,552,,False
obs3_00419,Friouato chasm,34.09307777777778,-4.096919444444445,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,553,,False
obs3_00420,Habiat under the Dayet Chiker escapment,34.09280555555556,-4.109363888888889,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,554,,False
obs3_00421,Ain Becher doline,34.06598611111111,-4.10591111111111,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,555,,False
obs3_00422,Old lead pencil,34.068983333333335,-4.117061111111111,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,556,,False
obs3_00423,Jbel Bou Slama cave,34.070663888888895,-4.119969444444444,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,557,,False
obs3_00424,Bab Boudir anticlinal,34.07970277777778,-4.137822222222223,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,558,,False
obs3_00425,Bab Boudir complex,34.00445833333333,-4.172994444444445,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,559,,False
obs3_00426,Dhar feurn waterfalls,34.085094444444444,-4.166172222222222,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,560,,False
obs3_00427,Ain Admame exsurgence,34.07975833333334,-4.188772222222222,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,561,,False
obs3_00428,Volcano-sedimentary complex,34.081294444444445,-4.1469000000000005,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,562,,False
obs3_00429,Beni Senane acriculture terraces,34.1597,-4.109958333333333,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,563,,False
obs3_00430,Tazekka massif,34.1764,-4.110372222222222,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,564,,False
obs3_00431,Ouled Lakhal gorges,34.169013888888884,-4.0989249999999995,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,565,,False
obs3_00432,El Qelaa complex,34.128566666666664,-4.127402777777777,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,566,,False
obs3_00433,El Qelaa landslide,34.10535277777778,-4.066574999999999,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,567,,False
obs3_00434,Jbel Bou Massoud anticlinal,34.19662777777778,-4.2085333333333335,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,568,,False
obs3_00435,Jbel Bou Massoud fossilized lapies field,34.210994444444445,-4.167633333333334,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,569,,False
obs3_00436,Tighigha fossilized lapies field,34.214708333333334,-4.135480555555556,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,570,,False
obs3_00437,Tighigha complex,34.21790555555556,-4.090177777777778,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,571,,False
obs3_00438,Clonial millitary camp,34.208419444444445,-4.1353583333333335,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,572,,False
obs3_00439,Ain Khebbab exsurgence,34.18175833333333,-4.161677777777778,Beni Mellal-Khenifra,,Middle Atlas,,,geoheritage_aug16_2026_group_26,point,geoheritage_aug16_2026,573,,False
obs3_00440,The massive dolomites of the Tizgarine unit,35.872908333333335,-5.421022222222223,Tanger-Tétouan-Al Hoceïma,M,Rif,,,geoheritage_aug16_2026_group_27,point,geoheritage_aug16_2026,574,,False
obs3_00441,Calipso cave,35.885980555555555,-5.409766666666667,Tanger-Tétouan-Al Hoceïma,G,Rif,,,geoheritage_aug16_2026_group_27,point,geoheritage_aug16_2026,575,,False
obs3_00442,the source and catchment basin of the water,35.88771944444444,-5.3905166666666675,Tanger-Tétouan-Al Hoceïma,H&G,Rif,,,geoheritage_aug16_2026_group_27,point,geoheritage_aug16_2026,576,,False
obs3_00443,"Ras Leona rocky coast and Karst (Lapiés, doline and cave)",35.920677777777776,-5.401880555555556,Tanger-Tétouan-Al Hoceïma,"G,S",Rif,,,geoheritage_aug16_2026_group_27,point,geoheritage_aug16_2026,577,,False
obs3_00444,Predorsal sandstone of Bel Younech,35.90768055555555,-5.385816666666667,Tanger-Tétouan-Al Hoceïma,S&PT,Rif,,,geoheritage_aug16_2026_group_27,point,geoheritage_aug16_2026,578,,False
obs3_00445,The cliff of Ras Leona,35.91231388888889,-5.405483333333334,Tanger-Tétouan-Al Hoceïma,SG&G,Rif,,,geoheritage_aug16_2026_group_27,point,geoheritage_aug16_2026,579,,False
obs3_00446,Ammonitico-rosso of Taffert,33.65582777777777,-4.187444444444445,Fès-Meknès,PL,Middle Atlas,,,geoheritage_aug16_2026_group_28,point,geoheritage_aug16_2026,580,,False
obs3_00447,Volcano of Bou-Iblane,33.66074166666667,-4.111491666666666,Fès-Meknès,V,Middle Atlas,,,geoheritage_aug16_2026_group_28,point,geoheritage_aug16_2026,581,,False
obs3_00448,Reefs of Ich Maalam,33.64151944444444,-4.282616666666667,Fès-Meknès,PL,Middle Atlas,,,geoheritage_aug16_2026_group_28,point,geoheritage_aug16_2026,582,,False
obs3_00449,Cornish limestones of Serhla,33.630291666666665,-4.278788888888889,Fès-Meknès,S,Middle Atlas,,,geoheritage_aug16_2026_group_28,point,geoheritage_aug16_2026,583,,False
obs3_00450,Hayane canyon,33.68071111111111,-4.23295,Fès-Meknès,SG,Middle Atlas,,,geoheritage_aug16_2026_group_28,point,geoheritage_aug16_2026,584,,False
obs3_00451,Askour Cave,33.707350000000005,-4.299841666666667,Fès-Meknès,K,Middle Atlas,,,geoheritage_aug16_2026_group_28,point,geoheritage_aug16_2026,585,,False
obs3_00452,Tamezyidan Rbi,33.656188888888884,-4.282172222222222,Fès-Meknès,K,Middle Atlas,,,geoheritage_aug16_2026_group_28,point,geoheritage_aug16_2026,586,,False
obs3_00453,Guelta Tameda,33.925266666666666,-4.095975,Fès-Meknès,K,Middle Atlas,,,geoheritage_aug16_2026_group_28,point,geoheritage_aug16_2026,587,,False
obs3_00454,Source Oued el Bared,33.80676944444444,-4.375911111111111,Fès-Meknès,S,Middle Atlas,,,geoheritage_aug16_2026_group_28,point,geoheritage_aug16_2026,588,,False
obs3_00455,Oued el Bared cave,33.652052777777776,-4.174741666666667,Fès-Meknès,K,Middle Atlas,,,geoheritage_aug16_2026_group_28,point,geoheritage_aug16_2026,589,,False
obs3_00456,Discordance Ribata lKhayr,33.606430555555555,-4.202916666666667,Fès-Meknès,SG,Middle Atlas,,,geoheritage_aug16_2026_group_28,point,geoheritage_aug16_2026,590,,False
obs3_00457,Tizi Bou-Zaabel,33.853922222222224,-4.034847222222222,Fès-Meknès,SG,Middle Atlas,,,geoheritage_aug16_2026_group_28,point,geoheritage_aug16_2026,591,,False
obs3_00458,Bou-Iblane-Issouka,33.93060555555555,-4.146019444444445,Fès-Meknès,SG,Middle Atlas,,,geoheritage_aug16_2026_group_28,point,geoheritage_aug16_2026,592,,False
obs3_00459,Periclinal Taffajight,33.85335277777778,-4.029011111111111,Fès-Meknès,SG,Middle Atlas,,,geoheritage_aug16_2026_group_28,point,geoheritage_aug16_2026,593,,False
obs3_00460,Malachites of Talzemt,33.92628333333333,-4.034172222222222,Fès-Meknès,M,Middle Atlas,,,geoheritage_aug16_2026_group_28,point,geoheritage_aug16_2026,594,,False
obs3_00461,Discordance Jbel Abdous,33.86557777777778,-4.034458333333333,Fès-Meknès,SG,Middle Atlas,,,geoheritage_aug16_2026_group_28,point,geoheritage_aug16_2026,595,,False
obs3_00462,Mallal cascade,33.815875,-4.133719444444445,Fès-Meknès,H,Middle Atlas,,,geoheritage_aug16_2026_group_28,point,geoheritage_aug16_2026,596,,False
