Locality_ID,Geosite_Name,Latitude_WGS84,Longitude_WGS84,Region,Elevation_m,Slope_deg,Ruggedness,Dist_to_Highway_m,LULC_Friction,Dist_to_Settlement_m
loc_00323,"Syn-sedimentary tectonic geosite: Hemigraben perched on visean basement, graben, tilted block and normal faults (Tibizzit)",31.32345277777777,-7.955347222222223,Marrakech-Safi,965.7528076171875,8.820794550208149,4.620283203125,215.48693294867388,0.55,33774.90695616549
loc_00324,"Syn-sedimentary tectonic geosite of a 
normal fault (Aghzane",31.306475,-7.971997222222222,Marrakech-Safi,1142.2244873046875,19.35972497875366,12.995771484375,646.5366720785889,0.15,35547.46987722346
loc_00325,Moulay Brahim landscape,31.29238611111112,-7.965736111111111,Marrakech-Safi,1037.993896484375,16.795974846622688,8.150341796875,71.95267081417268,0.15,37143.30334189791
loc_00326,Asni anticlinorium,31.25712777777778,-7.980569444444445,Marrakech-Safi,1160.47412109375,3.0877848619140473,1.9186376953125,554.5978932527762,0.55,41005.43937037223
loc_00327,Imlil landscape,31.13441111111111,-7.9208944444444445,Marrakech-Safi,1827.5001220703125,36.529333881526945,25.129677734375,187.72533348562737,0.15,55025.7557672822
loc_00328,Aerial courses and B tree climbing in Terre d’Amanar tourist site (Tahannaout),31.345327777777776,-7.9461,Marrakech-Safi,979.222900390625,17.044108991005718,9.24732421875,491.0603966907699,0.55,31456.08227997766
loc_00352,Jbel Irhoud,31.913833333333333,-8.838466666666667,Doukkala-Abda,374.3307189941406,4.474073710655336,2.62452880859375,119.30670178849097,0.2,46839.14857053644
loc_00353,Consolidated and unconsolidated dunes,32.718491666666665,-9.061522222222225,Doukkala-Abda,4.166420936584473,3.6975085590141115,1.3356567668914794,853.5354354452744,0.1,49497.71169278928
loc_00354,Oualidia caves,32.75201388888889,-9.012411111111112,Doukkala-Abda,29.046955108642578,13.762278670660498,9.190298919677735,281.1486788834131,0.55,54645.10613760196
loc_00355,Oualidia Lagoon,32.73180555555555,-8.961111111111112,Doukkala-Abda,90.94950103759766,1.6601379545308477,0.922457275390625,2460.9609056847257,0.15,54709.01606994804
loc_00368,Talaat Lakraa mixed flysch,35.82940000000001,-5.715833333333333, Tanger-Tétouan-Al Hoceïma,0.0,10.640839556681094,5.332305254936219,779.4490721291859,0.9,10318.463885553549
loc_00369,Beni Ider of Sidi Kankouch,35.83153055555556,-5.704813888888889, Tanger-Tétouan-Al Hoceïma,0.0,7.053674256323544,3.960387125015259,297.18297464577114,0.1,11240.53792305805
loc_00370,The Upper Cretaceous of the Beni Ider nappe and the Italian Castle,35.79333055555556,-5.8261416666666666, Tanger-Tétouan-Al Hoceïma,54.13597106933594,13.10430531425896,6.413778076171875,138.66516382558333,0.15,3342.3532463543834
loc_00371,Phoenician Necropolises and the Numidian,35.78498611111111,-5.929822222222223, Tanger-Tétouan-Al Hoceïma,14.302915573120117,9.944360484833814,4.582916126251221,1043.8710807785312,0.15,11536.170160185507
loc_00372,The Numidian of Cap Spartel,35.79096111111111,-5.923911111111112, Tanger-Tétouan-Al Hoceïma,68.91852569580078,19.79142376526275,9.939582214355468,1747.687265899172,0.05,11131.088106186286
loc_00373,Achakar calcarenites,35.77959722222222,-5.930925, Tanger-Tétouan-Al Hoceïma,0.0,5.343891684088795,2.382618103027344,493.08655366426854,0.9,11562.217440899332
loc_00374,Grotte Hercule,35.75993611111111,-5.939444444444445, Tanger-Tétouan-Al Hoceïma,11.444379806518555,10.969361265893404,8.133115923404693,142.07291475634256,0.1,12326.30049815506
loc_00399,"Red layers, layers of gypsum, interstratified basalt flow B2",32.13644722222222,-6.303011111111111,Béni Mellal-Khénifra,850.2476806640625,32.177028792158616,20.13718505859375,8.35600400941656,0.15,22492.00294300651
loc_00400,Houses and the granaries cover the sum mits of the red brick hills surrounding the lake,32.13279722222222,-6.330252777777778,Béni Mellal-Khénifra,862.0513916015625,21.220499741384966,15.96179443359375,103.17073987406171,0.15,22499.18190465281
loc_00401,Silty and sandstone strata tracks of footprints of theropod and sauropod dinosaurs,32.112341666666666,-6.340222222222222,Béni Mellal-Khénifra,945.20751953125,10.515224205579779,6.54845703125,223.11088967538555,0.15,24699.562318020937
loc_00402,Cross-stratification and current ripples) of Guettioua and Jbel Sidal Fms,32.083733333333335,-6.307263888888889,Béni Mellal-Khénifra,1719.621337890625,17.477139515595805,9.7099658203125,483.37964810346205,0.15,28185.133825472887
