Locality_ID,Dist_to_Trail_m
loc_00260,6884.6280347351485
loc_00256,3583.1543612706814
loc_00257,3583.1543612706814
loc_00258,3583.1543612706814
loc_00259,3583.1543612706814
loc_00251,735.8004515704622
loc_00252,905.6283389833375
loc_00253,905.6283389833375
loc_00254,905.6283389833375
loc_00255,905.6283389833375
loc_00155,1031.5956720154654
loc_00154,308.18803254919567
loc_00150,1618.66374924329
loc_00153,771.3315654935619
loc_00152,2643.7677200847156
loc_00163,575.4775749935213
loc_00160,256.6167962663634
loc_00159,106.07072459190458
loc_00158,107.76900550505871
loc_00161,223.13866063929515
loc_00005,2802.7241274158505
loc_00077,780.5000740853865
loc_00065,35.59957802445826
loc_00275,520.7919551109903
loc_00066,486.1551471174237
loc_00067,563.8769825380737
loc_00058,835.7311422964895
loc_00069,835.7311422964895
loc_00059,36.675077104491315
loc_00061,191.70537836877253
loc_00060,369.7597750136626
loc_00062,272.23182906888945
loc_00270,354.9583231064267
loc_00064,370.97066961108874
loc_00273,26.226632179483563
loc_00269,770.3513203434801
loc_00272,53.31371604738075
loc_00271,11.530913961706197
loc_00268,55.87225140206081
loc_01184,82.21461672133266
loc_01185,194.7967415942267
loc_01186,664.5705234728363
loc_01187,1141.2542200111798
loc_01188,9515.13179233568
loc_01189,18943.861878247044
loc_01192,8293.08568632348
loc_01193,5520.6154529225205
loc_00402,518.1213632760815
loc_00403,269.7697653622777
loc_00404,159.60518440531817
loc_00405,1262.0772347193072
loc_00413,16.82542277898158
loc_00414,43.369691766514904
loc_00418,44.15701120104848
loc_00420,656.2624562031781
loc_00423,220.8798761226298
loc_00424,411.215972867376
loc_00179,101.14014071009493
loc_00173,129.66664017891335
loc_00176,213.49275131295713
loc_00166,177.72765988371992
loc_00193,634.4730688978358
loc_00340,382.15671294062736
loc_00180,61.99985689700376
loc_00182,66.08352319794304
loc_00202,478.80010887848596
loc_00181,16.467658333143493
loc_00203,711.7713221298698
loc_00183,665.1957430785669
loc_00178,570.0956337732872
loc_00328,419.6461299337882
loc_00192,108.72087589971058
loc_00171,90.36012274391122
loc_00198,655.7312298088992
loc_00200,278.28492649707204
loc_00168,250.21374483093555
loc_00191,735.1429117948326
loc_00164,36.78784371536263
loc_00165,429.5209730641154
loc_00196,6.813488789229143
loc_00185,6.813488789229143
loc_00184,58.96608150055765
loc_00201,2260.9619274569227
loc_00194,212.44035007044457
loc_00189,12.815809398582399
loc_00188,11.844454325355363
loc_00197,1335.3196442370865
loc_00195,1329.5813875059318
loc_00187,68.72072437085366
loc_00169,1616.628887327797
loc_00170,386.10724355021387
loc_00186,593.5352667726228
loc_00199,3004.189142840969
loc_00543,434.4119979076927
loc_00544,1154.8639094727157
loc_00545,93.70983857313075
loc_00546,1496.0670299763578
loc_00552,244.40985830951323
loc_00553,191.67431738180096
loc_00555,153.5358773409696
loc_00556,9.431742489712438
loc_00561,170.17208416500569
loc_00562,829.9350052377404
loc_00568,314.8462583710723
loc_00570,129.49563112398553
loc_00571,188.00246672834
loc_00440,214.5919623478859
loc_00441,677.9627887657862
loc_00442,569.5057935189874
