Excel_Row_Index,Geosite_Name,Geosite_Type,Geological_Domain,Administrative_Region,Latitude_WGS84,Longitude_WGS84,Coordinate_Extraction_Method
738,Limestones and carbonates(Liass lower Sineurian) with Gastropods and lamellibranchs at Moudj,St&PL,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
739,Fairy chimneys of Assamar,G,Central High Atlas,Béni Mellal-Khénifra,32.00416666666666,-0.19999999999999973,DMS
740,Alluvial terraces of Aït Mallal,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
741,Aït Mallal valley,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
742,Badlands of Igoulouane,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
743,Arouss valley,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
744,Canyon of High-Tessaout valley,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
745,Canyon of Ikiss,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
746,Canyon of Abachkou valley,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
747,Canyon of Rougoult valley,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
748,Rat syncline,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
749,Peak and cliffs of Tarkeddid mountain,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
750,Mount M’goun (4068 m),G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
751,The unconf Paleozoic basement-Mesozoic sedimentary cover of Aït Mallal,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
752,Rougoult waterfall,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
753,Springs of Oued Lakhdar (green river),G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
754,Springs and waterfall of Ikiss,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
755,Sinkholes of the Rat mountain,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
756,Glacial cirques and U-shaped valleys of M’goun,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
757,Glacial cirques and U-shaped valleys of Rat mountain,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
758,Scree and talus deposits of Rat mountain,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
759,Scree and talus deposits of Tarkeddid mountain,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
760,Troglodyte caves of Igoulouane,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
761,Rock engravings of Tizi-n-Tirghyst,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
762,Lake sediment of Aït Bougmez valley,G,Central High Atlas,Béni Mellal-Khénifra,,,No coordinates
763,unconf of Tahannaout; Douar Sour,PL,Central Morocco,Marrakech-Safi,,,No coordinates
764,Normal faults with tilted blocks of Zawyat bou houta,SG,Central Morocco,Marrakech-Safi,,,No coordinates
765,"Hemigraben perched on visean basement, graben, tilted block and normal faults (Tibizzit)",SG,Central Morocco,Marrakech-Safi,,,No coordinates
766,Syn-sedimentary tectonic geosite of a normal fault (Aghzane),SG&S,Central Morocco,Marrakech-Safi,,,No coordinates
767,Asni anticlinorium,SG,Central Morocco,Marrakech-Safi,,,No coordinates
768,Syn-sedimentary tectonic geosite and normal faults of Tinitine,SG&S,Central Morocco,Marrakech-Safi,,,No coordinates
769,Aerial courses and  tree climbing in Terre d’Amanar tourist site (Tahannaout),,Central Morocco,Marrakech-Safi,,,No coordinates
770,restaurants and D coffees in Moulay Brahim Village,,Central Morocco,Marrakech-Safi,,,No coordinates
771,Imlil landscape,,Central Morocco,Marrakech-Safi,,,No coordinates
772,The foot of Toubkal,,Central Morocco,Marrakech-Safi,,,No coordinates
773,The Toubkal  National Park,,Central Morocco,Marrakech-Safi,,,No coordinates
774,,,Central Morocco,Marrakech-Safi,,,No coordinates
775,,PL,Central Morocco,Marrakech-Safi,,,No coordinates
776,,PL,Central Morocco,Marrakech-Safi,,,No coordinates
777,46 articles,,Central Morocco,Marrakech-Safi,,,No coordinates
778,,,Central Morocco,Marrakech-Safi,,,No coordinates
779,1 article de conférence manquant ,,Central Morocco,Marrakech-Safi,,,No coordinates
780,,,Central Morocco,Marrakech-Safi,,,No coordinates
781,4 articles ont des styles différents des autres (pas de valorisation des géosites) ,,Central Morocco,Marrakech-Safi,,,No coordinates
